Time (s);FP1;FP2;Channel 3;Channel 4;Channel 5;Channel 6;Channel 7;Channel 8;Channel 9;Channel 10;Channel 11;Sampling Rate
0.0000000000e+000;-9.8463232422e+003;4.4750424805e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;250
3.9062500000e-003;-9.8858857422e+003;4.4298471680e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
7.8125000000e-003;-9.9085283203e+003;4.4309648438e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.1718750000e-002;-9.8484687500e+003;4.4891240234e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.5625000000e-002;-9.8055312500e+003;4.5103359375e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.9531250000e-002;-9.8639804688e+003;4.4469243164e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
2.3437500000e-002;-9.9087070313e+003;4.4260029297e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
2.7343750000e-002;-9.8726982422e+003;4.4692309570e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;-1.6000000000e+002;-1.6000000000e+001;8.6240000000e+003;
3.1250000000e-002;-9.8444902344e+003;4.4739921875e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
3.5156250000e-002;-9.8692783203e+003;4.4346528320e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
3.9062500000e-002;-9.9077900391e+003;4.4143798828e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
4.3945312500e-002;-9.8919648438e+003;4.4499414063e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
4.7851562500e-002;-9.8499882813e+003;4.4639335938e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
5.1757812500e-002;-9.8553974609e+003;4.4413808594e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
5.5664062500e-002;-9.9115234375e+003;4.4165034180e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
5.9570312500e-002;-9.8996542969e+003;4.4577421875e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
6.3476562500e-002;-9.8439980469e+003;4.4988247070e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
6.7382812500e-002;-9.8409814453e+003;4.4805859375e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;-1.9200000000e+002;3.2000000000e+001;8.5920000000e+003;
7.1289062500e-002;-9.8940214844e+003;4.4317695313e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
7.5195312500e-002;-9.9073437500e+003;4.4233427734e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
7.9101562500e-002;-9.8420312500e+003;4.4769648438e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
8.3984375000e-002;-9.8311240234e+003;4.4752885742e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
8.7890625000e-002;-9.8849023438e+003;4.4341611328e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
9.1796875000e-002;-9.9108300781e+003;4.4264052734e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
9.5703125000e-002;-9.8520449219e+003;4.4742377930e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
9.9609375000e-002;-9.8143154297e+003;4.4861289063e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.0351562500e-001;-9.8675576172e+003;4.4360834961e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.0742187500e-001;-9.9125068359e+003;4.4247734375e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;-1.7600000000e+002;1.6000000000e+001;8.6240000000e+003;
1.1132812500e-001;-9.8720722656e+003;4.4742827148e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
