Time (s);FP1;FP2;Channel 3;Channel 4;Channel 5;Channel 6;Channel 7;Channel 8;Channel 9;Channel 10;Channel 11;Sampling Rate
0.0000000000e+000;8.2679550781e+003;-8.1798442383e+003;-3.3746996094e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;250
3.9062500000e-003;8.0779873047e+003;-8.2505869141e+003;-3.5346332031e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
7.8125000000e-003;8.4807880859e+003;-8.0547636719e+003;-3.4270945313e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.1718750000e-002;8.7142968750e+003;-7.9589863281e+003;-3.2953109375e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.5625000000e-002;8.3378935547e+003;-8.1421816406e+003;-3.4229640625e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.9531250000e-002;8.0509414063e+003;-8.2663232422e+003;-3.6071066406e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
2.3437500000e-002;8.3958291016e+003;-8.0901464844e+003;-3.5355855469e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
2.7343750000e-002;8.7326025391e+003;-7.9448378906e+003;-3.3680746094e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
3.1250000000e-002;8.4269423828e+003;-8.1023730469e+003;-3.4444753906e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;-1.9200000000e+002;-1.1200000000e+002;8.5760000000e+003;
3.5156250000e-002;8.0863022461e+003;-8.2485537109e+003;-3.6397824219e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
3.9062500000e-002;8.3440625000e+003;-8.1135039063e+003;-3.6072718750e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
4.3945312500e-002;8.7423037109e+003;-7.9415966797e+003;-3.4198859375e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
4.7851562500e-002;8.5548837891e+003;-8.0525732422e+003;-3.4358003906e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
5.1757812500e-002;8.1386049805e+003;-8.2419150391e+003;-3.6311593750e+004;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;-1.8750001563e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
