Time (s);FP1;FP2;Channel 3;Channel 4;Channel 5;Channel 6;Channel 7;Channel 8;Channel 9;Channel 10;Channel 11;Sampling Rate
0.0000000000e+000;-3.0048342285e+003;-8.3054384766e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;250
3.9062500000e-003;-3.0021074219e+003;-8.2953134766e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
7.8125000000e-003;-3.0018168945e+003;-8.2976826172e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.1718750000e-002;-2.9941726074e+003;-8.2976152344e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.5625000000e-002;-2.9893669434e+003;-8.2926982422e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.9531250000e-002;-3.0000285645e+003;-8.2963857422e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
2.3437500000e-002;-3.0165019531e+003;-8.3121220703e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
2.7343750000e-002;-3.0156301270e+003;-8.3143564453e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
3.1250000000e-002;-3.0047001953e+003;-8.2999843750e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
3.5156250000e-002;-3.0040966797e+003;-8.2926533203e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;-8.0000000000e+001;-3.8400000000e+002;8.6560000000e+003;
3.9062500000e-002;-3.0000957031e+003;-8.2902392578e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
4.3945312500e-002;-2.9970559082e+003;-8.2891884766e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
4.7851562500e-002;-2.9944853516e+003;-8.2864394531e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
5.1757812500e-002;-2.9967875977e+003;-8.2808515625e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
5.5664062500e-002;-2.9970112305e+003;-8.2782138672e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
5.9570312500e-002;-2.9955805664e+003;-8.2827958984e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
6.3476562500e-002;-2.9880480957e+003;-8.2798007813e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
6.7382812500e-002;-2.9816555176e+003;-8.2705253906e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
7.1289062500e-002;-2.9849411621e+003;-8.2715087891e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
7.5195312500e-002;-2.9922055664e+003;-8.2840253906e+003;-1.8750001563e+005;-1.8750001563e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;-9.6000000000e+001;-3.5200000000e+002;8.5920000000e+003;
