Time (s);FP1;FP2;Channel 3;Channel 4;Channel 5;Channel 6;Channel 7;Channel 8;Channel 9;Channel 10;Channel 11;Sampling Rate
0.0000000000e+000;2.2824035645e+003;-2.4703214844e+004;-1.2343491406e+005;7.0602675781e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;250
3.9062500000e-003;2.4034382324e+003;-2.4735847656e+004;-1.2515085156e+005;6.6420219727e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
7.8125000000e-003;2.4218784180e+003;-2.4863095703e+004;-1.2190281250e+005;1.1185684570e+004;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.1718750000e-002;2.3062751465e+003;-2.4847203125e+004;-1.2012835156e+005;1.2187645508e+004;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;-8.0000000000e+001;9.9200000000e+002;8.4960000000e+003;
1.5625000000e-002;2.2778884277e+003;-2.4714613281e+004;-1.2350487500e+005;7.7821840820e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
1.9531250000e-002;2.3992138672e+003;-2.4707148438e+004;-1.2612259375e+005;6.1768374023e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
2.3437500000e-002;2.4444313965e+003;-2.4842152344e+004;-1.2344984375e+005;1.0392711914e+004;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
2.7343750000e-002;2.3362937012e+003;-2.4862000000e+004;-1.2086631250e+005;1.2532555664e+004;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
3.1250000000e-002;2.2700878906e+003;-2.4735937500e+004;-1.2352778125e+005;8.6425478516e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
3.5156250000e-002;2.3661333008e+003;-2.4698945313e+004;-1.2680700781e+005;5.9918544922e+003;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;1.8750000000e+005;0.0000000000e+000;0.0000000000e+000;0.0000000000e+000;
